ACADEMIE;N°Département;DEPARTEMENT;COMMUNE;UAI tête de réseau;NUMERO;NOM DE L'ETABLISSEMENT;TYPE_DETABLISSEMENT;EP;circonscription ;contact collège ou circonscription 
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 13;0132491M;0130935W;SAINT-JUST;ECOLE MATERNELLE;REP+;IEN MARSEILLE BELLE DE MAI;ce.0131310D@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 13;0132491M;0131251P;PARC DES CHARTREUX;ECOLE MATERNELLE;REP+;IEN MARSEILLE BELLE DE MAI;ce.0131310D@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 14;0132730X;0132730X;PYTHEAS;COLLEGE;REP+;;ce.0132730X@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 14;0132730X;0130534K;LA BUSSERINE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE LE MERLAN;ce.0131297P@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 14;0132730X;0132637W;EMILE VAYSSIERE 2;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE LE MERLAN;ce.0131297P@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 14;0132730X;0130852F;LA BUSSERINE;ECOLE MATERNELLE;REP+;IEN MARSEILLE LE MERLAN;ce.0131297P@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 14;0132730X;0132627K;EMILE VAYSSIERE 3;ECOLE MATERNELLE;REP+;IEN MARSEILLE LE MERLAN;ce.0131297P@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 14;0133775H;0133775H;MARIE LAURENCIN;COLLEGE;REP+;;ce.0133775H@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 14;0133775H;0130541T;CANET AMBROSINI;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE LE CANET;ce.0131305Y@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 14;0133775H;0130629N;SAINT-BARTHELEMY;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE LE CANET;ce.0131305Y@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 14;0133775H;0131229R;SINONCELLI;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE LE CANET;ce.0131305Y@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 14;0133775H;0130854H;CANET AMBROSINI;ECOLE MATERNELLE;REP+;IEN MARSEILLE LE CANET;ce.0131305Y@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 14;0133775H;0130928N;SAINT-BARTHELEMY;ECOLE MATERNELLE;REP+;IEN MARSEILLE LE CANET;ce.0131305Y@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 14;0133775H;0130949L;SINONCELLI;ECOLE MATERNELLE;REP+;IEN MARSEILLE LE CANET;ce.0131305Y@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131704G;0131704G;ARTHUR RIMBAUD;COLLEGE;REP+;;ce.0131704G@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131704G;0130536M;LA CABUCELLE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131704G;0130538P;CALADE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131704G;0130597D;ODDO;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131704G;0130641B;SAINT-LOUIS CONSOLAT;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 02;0131704G;0134231D;MADRAGUE VILLE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131704G;0130847A;BERNABO;ECOLE MATERNELLE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131704G;0130853G;LA CABUCELLE;ECOLE MATERNELLE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131704G;0130901J;ODDO;ECOLE MATERNELLE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131704G;0131231T;CALADE;ECOLE MATERNELLE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131704G;0132344C;SAINT-LOUIS CONSOLAT;ECOLE MATERNELLE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131885D;0131885D;VALLON DES PINS;COLLEGE;REP+;;ce.0131885D@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131885D;0130626K;SAINT-ANTOINE PALANQUE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE AYGALADES;ce.0132716G@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131885D;0130666D;VALLON DES TUVES;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE AYGALADES;ce.0132716G@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131885D;0132483D;SAVINE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE AYGALADES;ce.0132716G@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131885D;0132610S;SOLIDARITE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE AYGALADES;ce.0132716G@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131885D;0130926L;SAINT-ANTOINE PALANQUE;ECOLE MATERNELLE;REP+;IEN MARSEILLE AYGALADES;ce.0132716G@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131885D;0132421L;SAVINE;ECOLE MATERNELLE;REP+;IEN MARSEILLE AYGALADES;ce.0132716G@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131885D;0132432Y;VALLON-DES-TUVES;ECOLE MATERNELLE;REP+;IEN MARSEILLE AYGALADES;ce.0132716G@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131885D;0132498V;SOLIDARITE 2;ECOLE MATERNELLE;REP+;IEN MARSEILLE AYGALADES;ce.0132716G@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131885D;0132611T;SOLIDARITE 1;ECOLE MATERNELLE;REP+;IEN MARSEILLE AYGALADES;ce.0132716G@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131887F;0131887F;ELSA TRIOLET;COLLEGE;REP+;;ce.0131887F@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131887F;0131638K;PERRIN-NOTRE-DAME LIMITE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE  ESTAQUE;ce.0131300T@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131887F;0132155X;PLAN D'AOU;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE  ESTAQUE;ce.0131300T@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131887F;0131277T;PERRIN-NOTRE-DAME LIMITE;ECOLE MATERNELLE;REP+;IEN MARSEILLE  ESTAQUE;ce.0131300T@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131887F;0132177W;PLAN D'AOU;ECOLE MATERNELLE;REP+;IEN MARSEILLE  ESTAQUE;ce.0131300T@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0132407W;0132407W;JEAN MOULIN;COLLEGE;REP+;;ce.0132407W@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0132407W;0131238A;AYGALADES OASIS;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE AYGALADES;ce.0132716G@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0132407W;0131637J;PARC KALLISTE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE AYGALADES;ce.0132716G@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0132407W;0131268H;AYGALADES OASIS;ECOLE MATERNELLE;REP+;IEN MARSEILLE AYGALADES;ce.0132716G@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0132407W;0131650Y;PARC KALLISTE;ECOLE MATERNELLE;REP+;IEN MARSEILLE AYGALADES;ce.0132716G@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0132407W;0131655D;AYGALADES NOUVELLES;ECOLE MATERNELLE;REP+;IEN MARSEILLE AYGALADES;ce.0132716G@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0132407W;0132148P;GRANIERE;ECOLE MATERNELLE;REP+;IEN MARSEILLE AYGALADES;ce.0132716G@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0132408X;0132408X;JULES FERRY;COLLEGE;REP+;;ce.0132408X@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0132408X;0130642C;SAINT-LOUIS GARE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0132408X;0130643D;SAINT-LOUIS CAMPAGNE LEVEQUE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0132408X;0130670H;VISTE BOUSQUET;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0132408X;0131540D;SAINT-LOUIS LE ROVE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0132408X;0130937Y;SAINT-LOUIS GARE;ECOLE MATERNELLE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0132408X;0130938Z;SAINT-LOUIS LEVEQUE;ECOLE MATERNELLE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0132408X;0130958W;LA VISTE BOUSQUET;ECOLE MATERNELLE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0132408X;0131539C;SAINT-LOUIS LE ROVE;ECOLE MATERNELLE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 16;0132408X;0132272Z;CITE SAINT-LOUIS;ECOLE MATERNELLE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0132785G;0132785G;ROSA PARKS;COLLEGE;REP+;;ce.0132785G@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 03;0132785G;0130518T;PARC BELLEVUE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 14;0132785G;0130542U;CANET LAROUSSE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE BELLE DE MAI;ce.0131310D@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 14;0132785G;0130698N;CANET BARBES;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 14;0132785G;0131271L;LA VISITATION;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0132785G;0133633D;ARENC BACHAS;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0132785G;0134225X;ANDRE ALLAR;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 03;0132785G;0130836N;PARC BELLEVUE;ECOLE MATERNELLE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 14;0132785G;0130855J;CANET LAROUSSE;ECOLE MATERNELLE;REP+;IEN MARSEILLE BELLE DE MAI;ce.0131310D@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0132785G;0130873D;EXTERIEUR;ECOLE MATERNELLE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 14;0132785G;0131653B;LA VISITATION;ECOLE MATERNELLE;REP+;IEN MARSEILLE MADRAGUE;ce.0133618M@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 16;0131605Z;0131605Z;HENRI BARNIER;COLLEGE;REP+;;ce.0131605Z@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 16;0131605Z;0130783F;SAINT-ANDRE CONDORCET;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE  ESTAQUE;ce.0131300T@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 16;0131605Z;0131821J;SAINT-ANDRE LA CASTELLANE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE  ESTAQUE;ce.0131300T@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 16;0131605Z;0132176V;SAINT-ANDRE BARNIER;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE  ESTAQUE;ce.0131300T@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131605Z;0132275C;BRICARDE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARSEILLE  ESTAQUE;ce.0131300T@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 16;0131605Z;0130924J;SAINT-ANDRE BOISSEAU;ECOLE MATERNELLE;REP+;IEN MARSEILLE  ESTAQUE;ce.0131300T@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 16;0131605Z;0131830U;SAINT-ANDRE CASTELLANE;ECOLE MATERNELLE;REP+;IEN MARSEILLE  ESTAQUE;ce.0131300T@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131605Z;0132191L;SAINT-ANDRE BARNIER;ECOLE MATERNELLE;REP+;IEN MARSEILLE  ESTAQUE;ce.0131300T@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MARSEILLE 15;0131605Z;0132328K;BRICARDE;ECOLE MATERNELLE;REP+;IEN MARSEILLE  ESTAQUE;ce.0131300T@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MIRAMAS;0132327J;0132327J;MIRAMARIS;COLLEGE;REP+;;ce.0132327J@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MIRAMAS;0132327J;0132486G;JEAN GIONO;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MIRAMAS;ce.0132952N@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MIRAMAS;0132327J;0132713D;PAUL CEZANNE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MIRAMAS;ce.0132952N@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MIRAMAS;0132327J;0132765K;VINCENT VAN GOGH;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MIRAMAS;ce.0132952N@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MIRAMAS;0132327J;0133043M;LA MAILLE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MIRAMAS;ce.0132952N@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MIRAMAS;0132327J;0132479Z;JEAN GIONO;ECOLE MATERNELLE;REP+;IEN MIRAMAS;ce.0132952N@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;MIRAMAS;0132327J;0132743L;VINCENT VAN GOGH;ECOLE MATERNELLE;REP+;IEN MIRAMAS;ce.0132952N@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;PORT-DE-BOUC;0132212J;0132212J;FREDERIC MISTRAL;COLLEGE;REP+;;ce.0132212J@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;PORT-DE-BOUC;0132212J;0131058E;JEAN JAURES;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARTIGUES;ce.0131314H@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;PORT-DE-BOUC;0132212J;0131634F;ANATOLE FRANCE 1;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARTIGUES;ce.0131314H@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;PORT-DE-BOUC;0132212J;0132291V;VICTOR HUGO;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN MARTIGUES;ce.0131314H@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;PORT-DE-BOUC;0132212J;0131066N;JOSETTE REIBAUT;ECOLE MATERNELLE;REP+;IEN MARTIGUES;ce.0131314H@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;PORT-DE-BOUC;0132212J;0131067P;MARGUERITE BLOUVAT;ECOLE MATERNELLE;REP+;IEN MARTIGUES;ce.0131314H@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;PORT-DE-BOUC;0132212J;0132297B;VICTOR HUGO;ECOLE MATERNELLE;REP+;IEN MARTIGUES;ce.0131314H@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;VITROLLES;0132214L;0132214L;HENRI FABRE;COLLEGE;REP+;;ce.0132214L@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;VITROLLES;0132214L;0131937K;PAUL CEZANNE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN VITROLLES;ce.0133262A@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;VITROLLES;0132214L;0132331N;JEAN-JACQUES ROUSSEAU;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN VITROLLES;ce.0133262A@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;VITROLLES;0132214L;0132445M;JEAN DE LA FONTAINE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN VITROLLES;ce.0133262A@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;VITROLLES;0132214L;0133327W;LUCIE AUBRAC;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN VITROLLES;ce.0133262A@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;VITROLLES;0132214L;0131936J;PAUL CEZANNE;ECOLE MATERNELLE;REP+;IEN VITROLLES;ce.0133262A@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;VITROLLES;0132214L;0132334S;JEAN-JACQUES ROUSSEAU;ECOLE MATERNELLE;REP+;IEN VITROLLES;ce.0133262A@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;VITROLLES;0132214L;0132492N;JEAN DE LA FONTAINE;ECOLE MATERNELLE;REP+;IEN VITROLLES;ce.0133262A@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;VITROLLES;0132214L;0132493P;LOUIS PERGAUD;ECOLE MATERNELLE;REP+;IEN VITROLLES;ce.0133262A@ac-aix-marseille.fr
AIX-MARSEILLE;13;BOUCHES-DU-RHONE;VITROLLES;0132214L;0132746P;LUCIE AUBRAC;ECOLE MATERNELLE;REP+;IEN VITROLLES;ce.0133262A@ac-aix-marseille.fr
AIX-MARSEILLE;84;VAUCLUSE;AVIGNON;0840007B;0840007B;JOSEPH ROUMANILLE;COLLEGE;REP+;;ce.0840007B@ac-aix-marseille.fr
AIX-MARSEILLE;84;VAUCLUSE;AVIGNON;0840007B;0840371X;JEAN-HENRI FABRE A;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN AVIGNON 2;ce.0840777N@ac-aix-marseille.fr
AIX-MARSEILLE;84;VAUCLUSE;AVIGNON;0840007B;0840384L;JEAN-HENRI FABRE B;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN AVIGNON 2;ce.0840777N@ac-aix-marseille.fr
AIX-MARSEILLE;84;VAUCLUSE;AVIGNON;0840007B;0840387P;LES ROTONDES;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN AVIGNON 2;ce.0840777N@ac-aix-marseille.fr
AIX-MARSEILLE;84;VAUCLUSE;AVIGNON;0840007B;0840396Z;GRANDS CYPRES A;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN AVIGNON 2;ce.0840777N@ac-aix-marseille.fr
AIX-MARSEILLE;84;VAUCLUSE;AVIGNON;0840007B;0840397A;GRANDS CYPRES B;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN AVIGNON 2;ce.0840777N@ac-aix-marseille.fr
AIX-MARSEILLE;84;VAUCLUSE;AVIGNON;0840007B;0840772H;PIERRE DE COUBERTIN;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN AVIGNON 2;ce.0840777N@ac-aix-marseille.fr
AIX-MARSEILLE;84;VAUCLUSE;AVIGNON;0840007B;0840370W;JEAN-HENRI FABRE;ECOLE MATERNELLE;REP+;IEN AVIGNON 2;ce.0840777N@ac-aix-marseille.fr
AIX-MARSEILLE;84;VAUCLUSE;AVIGNON;0840007B;0840385M;LES ROTONDES;ECOLE MATERNELLE;REP+;IEN AVIGNON 2;ce.0840777N@ac-aix-marseille.fr
AIX-MARSEILLE;84;VAUCLUSE;AVIGNON;0840007B;0840398B;GRANDS CYPRES;ECOLE MATERNELLE;REP+;IEN AVIGNON 2;ce.0840777N@ac-aix-marseille.fr
AIX-MARSEILLE;84;VAUCLUSE;AVIGNON;0840007B;0840771G;ANTOINE DE SAINT-EXUPERY;ECOLE MATERNELLE;REP+;IEN AVIGNON 2;ce.0840777N@ac-aix-marseille.fr
AIX-MARSEILLE;84;VAUCLUSE;AVIGNON;0840051Z;0840051Z;JEAN BRUNET;COLLEGE;REP+;;ce.0840051Z@ac-aix-marseille.fr
AIX-MARSEILLE;84;VAUCLUSE;AVIGNON;0840051Z;0840231V;STUART MILL;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN AVIGNON 3;ce.0840057F@ac-aix-marseille.fr
AIX-MARSEILLE;84;VAUCLUSE;AVIGNON;0840051Z;0840912K;MASSILLARGUES;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN AVIGNON 3;ce.0840057F@ac-aix-marseille.fr
AIX-MARSEILLE;84;VAUCLUSE;AVIGNON;0840051Z;0840232W;STUART MILL;ECOLE MATERNELLE;REP+;IEN AVIGNON 3;ce.0840057F@ac-aix-marseille.fr
AIX-MARSEILLE;84;VAUCLUSE;AVIGNON;0840051Z;0840896T;MASSILLARGUES;ECOLE MATERNELLE;REP+;IEN AVIGNON 3;ce.0840057F@ac-aix-marseille.fr
AIX-MARSEILLE;84;VAUCLUSE;AVIGNON;0840108L;0840108L;ANSELME MATHIEU;COLLEGE;REP+;;ce.0840108L@ac-aix-marseille.fr
AIX-MARSEILLE;84;VAUCLUSE;AVIGNON;0840108L;0840378E;LA TRILLADE A;ECOLE ELEMENTAIRE OU PRIMAIRE;REP+;IEN AVIGNON 2;ce.0840777N@ac-aix-marseille.fr
